study SID category name item
03-sherman 87 pers E outgoing
03-sherman 87 pers N N
03-sherman 87 pers O O
03-sherman 87 sit Adversity Adversity
03-sherman 87 sit Duty Duty
03-sherman 87 sit Intellect Intellect
03-sherman 87 sit Negativity Negativity
03-sherman 87 sit pOsitivity pOsitivity
03-sherman 87 sit Sociality Sociality
03-sherman 88 pers A A
03-sherman 88 pers C C
03-sherman 88 pers E dominant
03-sherman 88 pers E E
03-sherman 88 pers E outgoing
03-sherman 88 pers N N
03-sherman 88 pers O O
03-sherman 88 sit Adversity Adversity
03-sherman 88 sit Deception Deception
03-sherman 88 sit Duty Duty
03-sherman 88 sit Intellect Intellect
03-sherman 88 sit Mating Mating
03-sherman 88 sit Negativity Negativity
03-sherman 88 sit pOsitivity pOsitivity
03-sherman 88 sit Sociality Sociality
03-sherman 89 pers A A
03-sherman 89 pers C C
03-sherman 89 pers E dominant
03-sherman 89 pers E E
03-sherman 89 pers E outgoing
03-sherman 89 pers N N
03-sherman 89 pers O O
03-sherman 89 sit Adversity Adversity
03-sherman 89 sit Deception Deception
03-sherman 89 sit Duty Duty
03-sherman 89 sit Intellect Intellect
03-sherman 89 sit Mating Mating
03-sherman 89 sit Negativity Negativity
03-sherman 89 sit pOsitivity pOsitivity
03-sherman 89 sit Sociality Sociality
03-sherman 90 pers A A
03-sherman 90 pers C C
03-sherman 90 pers E dominant
03-sherman 90 pers E E
03-sherman 90 pers E outgoing
03-sherman 90 pers N N
03-sherman 90 pers O O
03-sherman 90 sit Adversity Adversity
03-sherman 90 sit Deception Deception
03-sherman 90 sit Duty Duty
03-sherman 90 sit Intellect Intellect
03-sherman 90 sit Mating Mating
03-sherman 90 sit Negativity Negativity
03-sherman 90 sit pOsitivity pOsitivity
03-sherman 90 sit Sociality Sociality
03-sherman 91 pers A A
03-sherman 91 pers C C
03-sherman 91 pers E dominant
03-sherman 91 pers E E
03-sherman 91 pers E outgoing
03-sherman 91 pers N N
03-sherman 91 pers O O
03-sherman 91 sit Adversity Adversity
03-sherman 91 sit Deception Deception
03-sherman 91 sit Duty Duty
03-sherman 91 sit Intellect Intellect
03-sherman 91 sit Mating Mating
03-sherman 91 sit Negativity Negativity
03-sherman 91 sit pOsitivity pOsitivity
03-sherman 91 sit Sociality Sociality
03-sherman 92 pers A A
03-sherman 92 pers C C
03-sherman 92 pers E dominant
03-sherman 92 pers E E
03-sherman 92 pers E outgoing
03-sherman 92 pers N N
03-sherman 92 pers O O
03-sherman 92 sit Adversity Adversity
03-sherman 92 sit Duty Duty
03-sherman 92 sit Intellect Intellect
03-sherman 92 sit Mating Mating
03-sherman 92 sit Negativity Negativity
03-sherman 92 sit pOsitivity pOsitivity
03-sherman 92 sit Sociality Sociality
03-sherman 93 pers A A
03-sherman 93 pers C C
03-sherman 93 pers E dominant
03-sherman 93 pers E E
03-sherman 93 pers E outgoing
03-sherman 93 pers N N
03-sherman 93 pers O O
03-sherman 93 sit Adversity Adversity
03-sherman 93 sit Duty Duty
03-sherman 93 sit Intellect Intellect
03-sherman 93 sit Mating Mating
03-sherman 93 sit Negativity Negativity
03-sherman 93 sit pOsitivity pOsitivity
03-sherman 93 sit Sociality Sociality
03-sherman 94 pers A A
03-sherman 94 pers C C
03-sherman 94 pers E dominant
03-sherman 94 pers E E
03-sherman 94 pers E outgoing
03-sherman 94 pers N N
03-sherman 94 pers O O
03-sherman 94 sit Adversity Adversity
03-sherman 94 sit Deception Deception
03-sherman 94 sit Duty Duty
03-sherman 94 sit Intellect Intellect
03-sherman 94 sit Mating Mating
03-sherman 94 sit Negativity Negativity
03-sherman 94 sit pOsitivity pOsitivity
03-sherman 94 sit Sociality Sociality
03-sherman 96 pers A A
03-sherman 96 pers C C
03-sherman 96 pers E dominant
03-sherman 96 pers E E
03-sherman 96 pers E outgoing
03-sherman 96 pers N N
03-sherman 96 pers O O
03-sherman 96 sit Adversity Adversity
03-sherman 96 sit Deception Deception
03-sherman 96 sit Duty Duty
03-sherman 96 sit Intellect Intellect
03-sherman 96 sit Mating Mating
03-sherman 96 sit Negativity Negativity
03-sherman 96 sit pOsitivity pOsitivity
03-sherman 96 sit Sociality Sociality
03-sherman 97 pers A A
03-sherman 97 pers C C
03-sherman 97 pers E dominant
03-sherman 97 pers E E
03-sherman 97 pers E outgoing
03-sherman 97 pers N N
03-sherman 97 pers O O
03-sherman 97 sit Adversity Adversity
03-sherman 97 sit Deception Deception
03-sherman 97 sit Duty Duty
03-sherman 97 sit Intellect Intellect
03-sherman 97 sit Mating Mating
03-sherman 97 sit Negativity Negativity
03-sherman 97 sit pOsitivity pOsitivity
03-sherman 97 sit Sociality Sociality
03-sherman 98 pers A A
03-sherman 98 pers C C
03-sherman 98 pers E dominant
03-sherman 98 pers E E
03-sherman 98 pers E outgoing
03-sherman 98 pers N N
03-sherman 98 pers O O
03-sherman 98 sit Adversity Adversity
03-sherman 98 sit Deception Deception
03-sherman 98 sit Duty Duty
03-sherman 98 sit Intellect Intellect
03-sherman 98 sit Mating Mating
03-sherman 98 sit Negativity Negativity
03-sherman 98 sit pOsitivity pOsitivity
03-sherman 98 sit Sociality Sociality
03-sherman 99 pers A A
03-sherman 99 pers C C
03-sherman 99 pers E dominant
03-sherman 99 pers E E
03-sherman 99 pers E outgoing
03-sherman 99 pers N N
03-sherman 99 pers O O
03-sherman 99 sit Adversity Adversity
03-sherman 99 sit Deception Deception
03-sherman 99 sit Duty Duty
03-sherman 99 sit Intellect Intellect
03-sherman 99 sit Mating Mating
03-sherman 99 sit Negativity Negativity
03-sherman 99 sit pOsitivity pOsitivity
03-sherman 99 sit Sociality Sociality
04-horstmann 1 pers A A
04-horstmann 1 pers C C
04-horstmann 1 pers E dominant
04-horstmann 1 pers E E
04-horstmann 1 pers E outgoing
04-horstmann 1 pers N N
04-horstmann 1 pers O O
04-horstmann 1 sit Adversity Adversity
04-horstmann 1 sit Deception Deception
04-horstmann 1 sit Duty Duty
04-horstmann 1 sit Intellect Intellect
04-horstmann 1 sit Mating Mating
04-horstmann 1 sit Negativity Negativity
04-horstmann 1 sit pOsitivity pOsitivity
04-horstmann 1 sit Sociality Sociality
04-horstmann 10 pers A A
04-horstmann 10 pers C C
04-horstmann 10 pers E dominant
04-horstmann 10 pers E E
04-horstmann 10 pers E outgoing
04-horstmann 10 pers N N
04-horstmann 10 pers O O
04-horstmann 10 sit Adversity Adversity
04-horstmann 10 sit Duty Duty
04-horstmann 10 sit Intellect Intellect
04-horstmann 10 sit Mating Mating
04-horstmann 10 sit Negativity Negativity
04-horstmann 10 sit pOsitivity pOsitivity
04-horstmann 10 sit Sociality Sociality
04-horstmann 100 pers A A
04-horstmann 100 pers C C
04-horstmann 100 pers E dominant
04-horstmann 100 pers E E
04-horstmann 100 pers E outgoing
04-horstmann 100 pers N N
04-horstmann 100 pers O O
04-horstmann 100 sit Adversity Adversity
04-horstmann 100 sit Deception Deception
04-horstmann 100 sit Duty Duty
04-horstmann 100 sit Intellect Intellect
04-horstmann 100 sit Mating Mating
04-horstmann 100 sit Negativity Negativity
04-horstmann 100 sit pOsitivity pOsitivity
04-horstmann 100 sit Sociality Sociality
04-horstmann 101 pers A A
04-horstmann 101 pers C C
04-horstmann 101 pers E dominant
04-horstmann 101 pers E E
04-horstmann 101 pers E outgoing
04-horstmann 101 pers N N
04-horstmann 101 pers O O
04-horstmann 101 sit Duty Duty
04-horstmann 101 sit Intellect Intellect
04-horstmann 101 sit Negativity Negativity
04-horstmann 101 sit pOsitivity pOsitivity
04-horstmann 101 sit Sociality Sociality
04-horstmann 103 pers A A
04-horstmann 103 pers C C
04-horstmann 103 pers E dominant
04-horstmann 103 pers E E
04-horstmann 103 pers E outgoing
04-horstmann 103 pers N N
04-horstmann 103 pers O O
04-horstmann 103 sit Adversity Adversity
04-horstmann 103 sit Deception Deception
04-horstmann 103 sit Duty Duty
04-horstmann 103 sit Intellect Intellect
04-horstmann 103 sit Mating Mating
04-horstmann 103 sit Negativity Negativity
04-horstmann 103 sit pOsitivity pOsitivity
04-horstmann 103 sit Sociality Sociality
04-horstmann 104 pers A A
04-horstmann 104 pers C C
04-horstmann 104 pers E dominant
04-horstmann 104 pers E E
04-horstmann 104 pers E outgoing
04-horstmann 104 pers N N
04-horstmann 104 pers O O
04-horstmann 104 sit Duty Duty
04-horstmann 104 sit Intellect Intellect
04-horstmann 104 sit Mating Mating
04-horstmann 104 sit Negativity Negativity
04-horstmann 104 sit pOsitivity pOsitivity
04-horstmann 104 sit Sociality Sociality
04-horstmann 11 pers A A
04-horstmann 11 pers C C
04-horstmann 11 pers E dominant
04-horstmann 11 pers E E
04-horstmann 11 pers E outgoing
04-horstmann 11 pers N N
04-horstmann 11 pers O O
04-horstmann 11 sit Adversity Adversity
04-horstmann 11 sit Deception Deception
04-horstmann 11 sit Duty Duty
04-horstmann 11 sit Intellect Intellect
04-horstmann 11 sit Negativity Negativity
04-horstmann 11 sit pOsitivity pOsitivity
04-horstmann 11 sit Sociality Sociality
04-horstmann 112 pers A A
04-horstmann 112 pers C C
04-horstmann 112 pers E dominant
04-horstmann 112 pers E E
04-horstmann 112 pers E outgoing
04-horstmann 112 pers N N
04-horstmann 112 pers O O
04-horstmann 112 sit Adversity Adversity
04-horstmann 112 sit Deception Deception
04-horstmann 112 sit Duty Duty
04-horstmann 112 sit Intellect Intellect
04-horstmann 112 sit Mating Mating
04-horstmann 112 sit Negativity Negativity
04-horstmann 112 sit pOsitivity pOsitivity
04-horstmann 112 sit Sociality Sociality
04-horstmann 114 pers A A
04-horstmann 114 pers C C
04-horstmann 114 pers E dominant
04-horstmann 114 pers E E
04-horstmann 114 pers E outgoing
04-horstmann 114 pers N N
04-horstmann 114 pers O O
04-horstmann 114 sit Adversity Adversity
04-horstmann 114 sit Deception Deception
04-horstmann 114 sit Duty Duty
04-horstmann 114 sit Intellect Intellect
04-horstmann 114 sit Mating Mating
04-horstmann 114 sit Negativity Negativity
04-horstmann 114 sit pOsitivity pOsitivity
04-horstmann 114 sit Sociality Sociality
04-horstmann 117 pers A A
04-horstmann 117 pers C C
04-horstmann 117 pers E dominant
04-horstmann 117 pers E E
04-horstmann 117 pers E outgoing
04-horstmann 117 pers N N
04-horstmann 117 pers O O
04-horstmann 117 sit Adversity Adversity
04-horstmann 117 sit Deception Deception
04-horstmann 117 sit Duty Duty
04-horstmann 117 sit Intellect Intellect
04-horstmann 117 sit Mating Mating
04-horstmann 117 sit Negativity Negativity
04-horstmann 117 sit pOsitivity pOsitivity
04-horstmann 117 sit Sociality Sociality
04-horstmann 121 pers A A
04-horstmann 121 pers C C
04-horstmann 121 pers E dominant
04-horstmann 121 pers E E
04-horstmann 121 pers E outgoing
04-horstmann 121 pers N N
04-horstmann 121 pers O O
04-horstmann 121 sit Adversity Adversity
04-horstmann 121 sit Deception Deception
04-horstmann 121 sit Duty Duty
04-horstmann 121 sit Intellect Intellect
04-horstmann 121 sit Mating Mating
04-horstmann 121 sit Negativity Negativity
04-horstmann 121 sit pOsitivity pOsitivity
04-horstmann 121 sit Sociality Sociality
04-horstmann 125 pers A A
04-horstmann 125 pers C C
04-horstmann 125 pers E dominant
04-horstmann 125 pers E E
04-horstmann 125 pers E outgoing
04-horstmann 125 pers N N
04-horstmann 125 sit Adversity Adversity
04-horstmann 125 sit Deception Deception
04-horstmann 125 sit Duty Duty
04-horstmann 125 sit Intellect Intellect
04-horstmann 125 sit Mating Mating
04-horstmann 125 sit Negativity Negativity
04-horstmann 125 sit pOsitivity pOsitivity
04-horstmann 125 sit Sociality Sociality
04-horstmann 126 pers A A
04-horstmann 126 pers C C
04-horstmann 126 pers E dominant
04-horstmann 126 pers E E
04-horstmann 126 pers E outgoing
04-horstmann 126 pers N N
04-horstmann 126 pers O O
04-horstmann 126 sit Adversity Adversity
04-horstmann 126 sit Deception Deception
04-horstmann 126 sit Duty Duty
04-horstmann 126 sit Intellect Intellect
04-horstmann 126 sit Mating Mating
04-horstmann 126 sit Negativity Negativity
04-horstmann 126 sit pOsitivity pOsitivity
04-horstmann 126 sit Sociality Sociality
04-horstmann 127 pers A A
04-horstmann 127 pers C C
04-horstmann 127 pers E dominant
04-horstmann 127 pers E E
04-horstmann 127 pers E outgoing
04-horstmann 127 pers N N
04-horstmann 127 pers O O
04-horstmann 127 sit Adversity Adversity
04-horstmann 127 sit Deception Deception
04-horstmann 127 sit Duty Duty
04-horstmann 127 sit Intellect Intellect
04-horstmann 127 sit Mating Mating
04-horstmann 127 sit Negativity Negativity
04-horstmann 127 sit pOsitivity pOsitivity
04-horstmann 127 sit Sociality Sociality
04-horstmann 128 pers A A
04-horstmann 128 pers C C
04-horstmann 128 pers E dominant
04-horstmann 128 pers E E
04-horstmann 128 pers E outgoing
04-horstmann 128 pers N N
04-horstmann 128 pers O O
04-horstmann 128 sit Adversity Adversity
04-horstmann 128 sit Deception Deception
04-horstmann 128 sit Duty Duty
04-horstmann 128 sit Intellect Intellect
04-horstmann 128 sit Mating Mating
04-horstmann 128 sit Negativity Negativity
04-horstmann 128 sit pOsitivity pOsitivity
04-horstmann 128 sit Sociality Sociality
04-horstmann 13 pers A A
04-horstmann 13 pers C C
04-horstmann 13 pers E dominant
04-horstmann 13 pers E E
04-horstmann 13 pers E outgoing
04-horstmann 13 pers N N
04-horstmann 13 pers O O
04-horstmann 13 sit Adversity Adversity
04-horstmann 13 sit Duty Duty
04-horstmann 13 sit Intellect Intellect
04-horstmann 13 sit Mating Mating
04-horstmann 13 sit Negativity Negativity
04-horstmann 13 sit pOsitivity pOsitivity
04-horstmann 13 sit Sociality Sociality
04-horstmann 130 pers A A
04-horstmann 130 pers C C
04-horstmann 130 pers E dominant
04-horstmann 130 pers E E
04-horstmann 130 pers E outgoing
04-horstmann 130 pers N N
04-horstmann 130 pers O O
04-horstmann 130 sit Adversity Adversity
04-horstmann 130 sit Duty Duty
04-horstmann 130 sit Intellect Intellect
04-horstmann 130 sit Mating Mating
04-horstmann 130 sit Negativity Negativity
04-horstmann 130 sit pOsitivity pOsitivity
04-horstmann 130 sit Sociality Sociality
04-horstmann 132 pers A A
04-horstmann 132 pers C C
04-horstmann 132 pers E dominant
04-horstmann 132 pers E E
04-horstmann 132 pers E outgoing
04-horstmann 132 pers N N
04-horstmann 132 pers O O
04-horstmann 132 sit Adversity Adversity
04-horstmann 132 sit Deception Deception
04-horstmann 132 sit Duty Duty
04-horstmann 132 sit Intellect Intellect
04-horstmann 132 sit Mating Mating
04-horstmann 132 sit Negativity Negativity
04-horstmann 132 sit pOsitivity pOsitivity
04-horstmann 132 sit Sociality Sociality
04-horstmann 134 pers A A
04-horstmann 134 pers C C
04-horstmann 134 pers E dominant
04-horstmann 134 pers E E
04-horstmann 134 pers E outgoing
04-horstmann 134 pers N N
04-horstmann 134 pers O O
04-horstmann 134 sit Adversity Adversity
04-horstmann 134 sit Deception Deception
04-horstmann 134 sit Duty Duty
04-horstmann 134 sit Intellect Intellect
04-horstmann 134 sit Mating Mating
04-horstmann 134 sit Negativity Negativity
04-horstmann 134 sit pOsitivity pOsitivity
04-horstmann 134 sit Sociality Sociality
04-horstmann 136 pers A A
04-horstmann 136 pers C C
04-horstmann 136 pers E dominant
04-horstmann 136 pers E E
04-horstmann 136 pers E outgoing
04-horstmann 136 pers N N
04-horstmann 136 pers O O
04-horstmann 136 sit Adversity Adversity
04-horstmann 136 sit Deception Deception
04-horstmann 136 sit Duty Duty
04-horstmann 136 sit Intellect Intellect
04-horstmann 136 sit Mating Mating
04-horstmann 136 sit Negativity Negativity
04-horstmann 136 sit pOsitivity pOsitivity
04-horstmann 136 sit Sociality Sociality
04-horstmann 137 pers A A
04-horstmann 137 pers C C
04-horstmann 137 pers E dominant
04-horstmann 137 pers E E
04-horstmann 137 pers E outgoing
04-horstmann 137 pers N N
04-horstmann 137 pers O O
04-horstmann 137 sit Adversity Adversity
04-horstmann 137 sit Deception Deception
04-horstmann 137 sit Duty Duty
04-horstmann 137 sit Intellect Intellect
04-horstmann 137 sit Mating Mating
04-horstmann 137 sit Negativity Negativity
04-horstmann 137 sit pOsitivity pOsitivity
04-horstmann 137 sit Sociality Sociality
04-horstmann 14 pers A A
04-horstmann 14 pers C C
04-horstmann 14 pers E dominant
04-horstmann 14 pers E E
04-horstmann 14 pers E outgoing
04-horstmann 14 pers N N
04-horstmann 14 pers O O
04-horstmann 14 sit Adversity Adversity
04-horstmann 14 sit Duty Duty
04-horstmann 14 sit Intellect Intellect
04-horstmann 14 sit Mating Mating
04-horstmann 14 sit Negativity Negativity
04-horstmann 14 sit pOsitivity pOsitivity
04-horstmann 14 sit Sociality Sociality
04-horstmann 140 pers A A
04-horstmann 140 pers C C
04-horstmann 140 pers E dominant
04-horstmann 140 pers E E
04-horstmann 140 pers E outgoing
04-horstmann 140 pers N N
04-horstmann 140 pers O O
04-horstmann 140 sit Adversity Adversity
04-horstmann 140 sit Deception Deception
04-horstmann 140 sit Duty Duty
04-horstmann 140 sit Intellect Intellect
04-horstmann 140 sit Mating Mating
04-horstmann 140 sit Negativity Negativity
04-horstmann 140 sit pOsitivity pOsitivity
04-horstmann 140 sit Sociality Sociality
04-horstmann 142 pers A A
04-horstmann 142 pers C C
04-horstmann 142 pers E dominant
04-horstmann 142 pers E E
04-horstmann 142 pers E outgoing
04-horstmann 142 pers N N
04-horstmann 142 pers O O
04-horstmann 142 sit Adversity Adversity
04-horstmann 142 sit Deception Deception
04-horstmann 142 sit Duty Duty
04-horstmann 142 sit Intellect Intellect
04-horstmann 142 sit Mating Mating
04-horstmann 142 sit Negativity Negativity
04-horstmann 142 sit pOsitivity pOsitivity
04-horstmann 142 sit Sociality Sociality
04-horstmann 143 pers A A
04-horstmann 143 pers C C
04-horstmann 143 pers E dominant
04-horstmann 143 pers E E
04-horstmann 143 pers E outgoing
04-horstmann 143 pers N N
04-horstmann 143 pers O O
04-horstmann 143 sit Adversity Adversity
04-horstmann 143 sit Deception Deception
04-horstmann 143 sit Duty Duty
04-horstmann 143 sit Intellect Intellect
04-horstmann 143 sit Mating Mating
04-horstmann 143 sit Negativity Negativity
04-horstmann 143 sit pOsitivity pOsitivity
04-horstmann 143 sit Sociality Sociality
04-horstmann 146 pers A A
04-horstmann 146 pers C C
04-horstmann 146 pers E dominant
04-horstmann 146 pers E E
04-horstmann 146 pers E outgoing
04-horstmann 146 pers N N
04-horstmann 146 pers O O
04-horstmann 146 sit Adversity Adversity
04-horstmann 146 sit Deception Deception
04-horstmann 146 sit Duty Duty
04-horstmann 146 sit Intellect Intellect
04-horstmann 146 sit Negativity Negativity
04-horstmann 146 sit pOsitivity pOsitivity
04-horstmann 146 sit Sociality Sociality
04-horstmann 147 pers A A
04-horstmann 147 pers C C
04-horstmann 147 pers E dominant
04-horstmann 147 pers E E
04-horstmann 147 pers E outgoing
04-horstmann 147 pers N N
04-horstmann 147 pers O O
04-horstmann 147 sit Adversity Adversity
04-horstmann 147 sit Deception Deception
04-horstmann 147 sit Duty Duty
04-horstmann 147 sit Intellect Intellect
04-horstmann 147 sit Mating Mating
04-horstmann 147 sit Negativity Negativity
04-horstmann 147 sit pOsitivity pOsitivity
04-horstmann 147 sit Sociality Sociality
04-horstmann 148 pers A A
04-horstmann 148 pers C C
04-horstmann 148 pers E dominant
04-horstmann 148 pers E E
04-horstmann 148 pers E outgoing
04-horstmann 148 pers N N
04-horstmann 148 pers O O
04-horstmann 148 sit Adversity Adversity
04-horstmann 148 sit Deception Deception
04-horstmann 148 sit Duty Duty
04-horstmann 148 sit Intellect Intellect
04-horstmann 148 sit Mating Mating
04-horstmann 148 sit Negativity Negativity
04-horstmann 148 sit pOsitivity pOsitivity
04-horstmann 148 sit Sociality Sociality
04-horstmann 15 pers A A
04-horstmann 15 pers C C
04-horstmann 15 pers E dominant
04-horstmann 15 pers E E
04-horstmann 15 pers E outgoing
04-horstmann 15 pers N N
04-horstmann 15 pers O O
04-horstmann 15 sit Adversity Adversity
04-horstmann 15 sit Deception Deception
04-horstmann 15 sit Duty Duty
04-horstmann 15 sit Intellect Intellect
04-horstmann 15 sit Mating Mating
04-horstmann 15 sit Negativity Negativity
04-horstmann 15 sit pOsitivity pOsitivity
04-horstmann 15 sit Sociality Sociality
04-horstmann 150 pers A A
04-horstmann 150 pers C C
04-horstmann 150 pers E dominant
04-horstmann 150 pers E E
04-horstmann 150 pers E outgoing
04-horstmann 150 pers N N
04-horstmann 150 pers O O
04-horstmann 150 sit Adversity Adversity
04-horstmann 150 sit Deception Deception
04-horstmann 150 sit Duty Duty
04-horstmann 150 sit Intellect Intellect
04-horstmann 150 sit Mating Mating
04-horstmann 150 sit Negativity Negativity
04-horstmann 150 sit pOsitivity pOsitivity
04-horstmann 150 sit Sociality Sociality
04-horstmann 151 pers A A
04-horstmann 151 pers C C
04-horstmann 151 pers E dominant
04-horstmann 151 pers E E
04-horstmann 151 pers E outgoing
04-horstmann 151 pers N N
04-horstmann 151 pers O O
04-horstmann 151 sit Adversity Adversity
04-horstmann 151 sit Duty Duty
04-horstmann 151 sit Intellect Intellect
04-horstmann 151 sit Mating Mating
04-horstmann 151 sit Negativity Negativity
04-horstmann 151 sit pOsitivity pOsitivity
04-horstmann 151 sit Sociality Sociality
04-horstmann 152 pers A A
04-horstmann 152 pers C C
04-horstmann 152 pers E dominant
04-horstmann 152 pers E E
04-horstmann 152 pers E outgoing
04-horstmann 152 pers N N
04-horstmann 152 pers O O
04-horstmann 152 sit Adversity Adversity
04-horstmann 152 sit Deception Deception
04-horstmann 152 sit Duty Duty
04-horstmann 152 sit Intellect Intellect
04-horstmann 152 sit Mating Mating
04-horstmann 152 sit Negativity Negativity
04-horstmann 152 sit pOsitivity pOsitivity
04-horstmann 152 sit Sociality Sociality
04-horstmann 154 pers A A
04-horstmann 154 pers C C
04-horstmann 154 pers E dominant
04-horstmann 154 pers E E
04-horstmann 154 pers E outgoing
04-horstmann 154 pers N N
04-horstmann 154 pers O O
04-horstmann 154 sit Adversity Adversity
04-horstmann 154 sit Deception Deception
04-horstmann 154 sit Duty Duty
04-horstmann 154 sit Intellect Intellect
04-horstmann 154 sit Mating Mating
04-horstmann 154 sit Negativity Negativity
04-horstmann 154 sit pOsitivity pOsitivity
04-horstmann 154 sit Sociality Sociality
04-horstmann 156 pers A A
04-horstmann 156 pers C C
04-horstmann 156 pers E dominant
04-horstmann 156 pers E E
04-horstmann 156 pers E outgoing
04-horstmann 156 pers N N
04-horstmann 156 pers O O
04-horstmann 156 sit Adversity Adversity
04-horstmann 156 sit Deception Deception
04-horstmann 156 sit Duty Duty
04-horstmann 156 sit Intellect Intellect
04-horstmann 156 sit Mating Mating
04-horstmann 156 sit Negativity Negativity
04-horstmann 156 sit pOsitivity pOsitivity
04-horstmann 156 sit Sociality Sociality
04-horstmann 157 pers A A
04-horstmann 157 pers C C
04-horstmann 157 pers E dominant
04-horstmann 157 pers E E
04-horstmann 157 pers E outgoing
04-horstmann 157 pers N N
04-horstmann 157 pers O O
04-horstmann 157 sit Adversity Adversity
04-horstmann 157 sit Deception Deception
04-horstmann 157 sit Duty Duty
04-horstmann 157 sit Intellect Intellect
04-horstmann 157 sit Mating Mating
04-horstmann 157 sit Negativity Negativity
04-horstmann 157 sit pOsitivity pOsitivity
04-horstmann 157 sit Sociality Sociality
04-horstmann 16 pers A A
04-horstmann 16 pers C C
04-horstmann 16 pers E dominant
04-horstmann 16 pers E E
04-horstmann 16 pers E outgoing
04-horstmann 16 pers N N
04-horstmann 16 pers O O
04-horstmann 16 sit Adversity Adversity
04-horstmann 16 sit Duty Duty
04-horstmann 16 sit Intellect Intellect
04-horstmann 16 sit Mating Mating
04-horstmann 16 sit Negativity Negativity
04-horstmann 16 sit pOsitivity pOsitivity
04-horstmann 16 sit Sociality Sociality
04-horstmann 160 pers A A
04-horstmann 160 pers C C
04-horstmann 160 pers E dominant
04-horstmann 160 pers E E
04-horstmann 160 pers E outgoing
04-horstmann 160 pers N N
04-horstmann 160 pers O O
04-horstmann 160 sit Adversity Adversity
04-horstmann 160 sit Duty Duty
04-horstmann 160 sit Intellect Intellect
04-horstmann 160 sit Mating Mating
04-horstmann 160 sit Negativity Negativity
04-horstmann 160 sit pOsitivity pOsitivity
04-horstmann 160 sit Sociality Sociality
04-horstmann 161 pers A A
04-horstmann 161 pers C C
04-horstmann 161 pers E dominant
04-horstmann 161 pers E E
04-horstmann 161 pers E outgoing
04-horstmann 161 pers N N
04-horstmann 161 pers O O
04-horstmann 161 sit Adversity Adversity
04-horstmann 161 sit Deception Deception
04-horstmann 161 sit Duty Duty
04-horstmann 161 sit Intellect Intellect
04-horstmann 161 sit Mating Mating
04-horstmann 161 sit Negativity Negativity
04-horstmann 161 sit pOsitivity pOsitivity
04-horstmann 161 sit Sociality Sociality
04-horstmann 162 pers A A
04-horstmann 162 pers C C
04-horstmann 162 pers E dominant
04-horstmann 162 pers E E
04-horstmann 162 pers E outgoing
04-horstmann 162 pers N N
04-horstmann 162 pers O O
04-horstmann 162 sit Adversity Adversity
04-horstmann 162 sit Deception Deception
04-horstmann 162 sit Duty Duty
04-horstmann 162 sit Intellect Intellect
04-horstmann 162 sit Mating Mating
04-horstmann 162 sit Negativity Negativity
04-horstmann 162 sit pOsitivity pOsitivity
04-horstmann 162 sit Sociality Sociality
04-horstmann 163 pers A A
04-horstmann 163 pers C C
04-horstmann 163 pers E dominant
04-horstmann 163 pers E E
04-horstmann 163 pers E outgoing
04-horstmann 163 pers N N
04-horstmann 163 pers O O
04-horstmann 163 sit Adversity Adversity
04-horstmann 163 sit Deception Deception
04-horstmann 163 sit Duty Duty
04-horstmann 163 sit Intellect Intellect
04-horstmann 163 sit Mating Mating
04-horstmann 163 sit Negativity Negativity
04-horstmann 163 sit pOsitivity pOsitivity
04-horstmann 163 sit Sociality Sociality
04-horstmann 164 pers A A
04-horstmann 164 pers C C
04-horstmann 164 pers E dominant
04-horstmann 164 pers E E
04-horstmann 164 pers E outgoing
04-horstmann 164 pers N N
04-horstmann 164 pers O O
04-horstmann 164 sit Adversity Adversity
04-horstmann 164 sit Deception Deception
04-horstmann 164 sit Duty Duty
04-horstmann 164 sit Intellect Intellect
04-horstmann 164 sit Mating Mating
04-horstmann 164 sit Negativity Negativity
04-horstmann 164 sit pOsitivity pOsitivity
04-horstmann 164 sit Sociality Sociality
04-horstmann 166 pers A A
04-horstmann 166 pers C C
04-horstmann 166 pers E dominant
04-horstmann 166 pers E E
04-horstmann 166 pers E outgoing
04-horstmann 166 pers N N
04-horstmann 166 pers O O
04-horstmann 166 sit Adversity Adversity
04-horstmann 166 sit Deception Deception
04-horstmann 166 sit Duty Duty
04-horstmann 166 sit Intellect Intellect
04-horstmann 166 sit Mating Mating
04-horstmann 166 sit Negativity Negativity
04-horstmann 166 sit pOsitivity pOsitivity
04-horstmann 166 sit Sociality Sociality
04-horstmann 167 pers A A
04-horstmann 167 pers C C
04-horstmann 167 pers E dominant
04-horstmann 167 pers E E
04-horstmann 167 pers E outgoing
04-horstmann 167 pers N N
04-horstmann 167 pers O O
04-horstmann 167 sit Adversity Adversity
04-horstmann 167 sit Deception Deception
04-horstmann 167 sit Duty Duty
04-horstmann 167 sit Intellect Intellect
04-horstmann 167 sit Mating Mating
04-horstmann 167 sit Negativity Negativity
04-horstmann 167 sit pOsitivity pOsitivity
04-horstmann 167 sit Sociality Sociality
04-horstmann 168 pers A A
04-horstmann 168 pers C C
04-horstmann 168 pers E dominant
04-horstmann 168 pers E E
04-horstmann 168 pers E outgoing
04-horstmann 168 pers N N
04-horstmann 168 pers O O
04-horstmann 168 sit Adversity Adversity
04-horstmann 168 sit Deception Deception
04-horstmann 168 sit Duty Duty
04-horstmann 168 sit Intellect Intellect
04-horstmann 168 sit Mating Mating
